community	medium	size	mip	mro
comm_26_900	complete	26	34	0.2952895752895753
comm_26_901	complete	26	30	0.2915021459227468
comm_26_902	complete	26	31	0.26295081967213113
comm_26_903	complete	26	36	0.27770491803278685
comm_26_904	complete	26	31	0.27593749999999995
comm_26_905	complete	26	34	0.2726530612244898
comm_26_906	complete	26	32	0.28378947368421054
comm_26_907	complete	26	35	0.26917293233082706
comm_26_908	complete	26	36	0.282589928057554
comm_26_909	complete	26	35	0.28105660377358493
comm_26_910	complete	26	33	0.29
comm_26_911	complete	26	34	0.3090265486725664
comm_26_912	complete	26	35	0.2561943319838057
comm_26_913	complete	26	33	0.2644015444015444
comm_26_914	complete	26	34	0.29323308270676696
comm_26_915	complete	26	34	0.26749999999999996
comm_26_916	complete	26	32	0.2678838174273859
comm_26_917	complete	26	32	0.2784962406015038
comm_26_918	complete	26	32	0.29390557939914164
comm_26_919	complete	26	35	0.27290043290043287
comm_26_920	complete	26	35	0.2855335968379447
comm_26_921	complete	26	35	0.29173144876325086
comm_26_922	complete	26	29	0.2722935779816514
comm_26_923	complete	26	27	0.29527272727272724
comm_26_924	complete	26	32	0.28235294117647064
comm_26_925	complete	26	29	0.2710344827586207
comm_26_926	complete	26	37	0.29506072874493927
comm_26_927	complete	26	34	0.2891566265060241
comm_26_928	complete	26	34	0.29523809523809524
comm_26_929	complete	26	35	0.27841269841269844
comm_26_930	complete	26	33	0.27031249999999996
comm_26_931	complete	26	36	0.28584269662921347
comm_26_932	complete	26	35	0.2761290322580645
comm_26_933	complete	26	36	0.2773333333333333
comm_26_934	complete	26	32	0.2918260869565217
comm_26_935	complete	26	33	0.27949367088607596
comm_26_936	complete	26	35	0.27603305785123966
comm_26_937	complete	26	35	0.27801652892561984
comm_26_938	complete	26	35	0.28272727272727277
comm_26_939	complete	26	35	0.295
comm_26_940	complete	26	33	0.29836065573770487
comm_26_941	complete	26	34	0.284963503649635
comm_26_942	complete	26	34	0.2978125
comm_26_943	complete	26	32	0.29322448979591836
comm_26_944	complete	26	35	0.28409448818897637
comm_26_945	complete	26	35	0.2667669172932331
comm_26_946	complete	26	36	0.280168776371308
comm_26_947	complete	26	33	0.2754863813229572
comm_26_948	complete	26	37	0.27415384615384614
comm_26_949	complete	26	36	0.27919678714859436
