community	medium	size	mip	mro
comm_21_400	complete	21	35	0.2821138211382114
comm_21_401	complete	21	32	0.2738532110091743
comm_21_402	complete	21	32	0.262882096069869
comm_21_403	complete	21	35	0.2645739910313901
comm_21_404	complete	21	31	0.26875000000000004
comm_21_405	complete	21	32	0.26775700934579444
comm_21_406	complete	21	33	0.28448979591836737
comm_21_407	complete	21	30	0.2738916256157636
comm_21_408	complete	21	33	0.27499999999999997
comm_21_409	complete	21	28	0.2668224299065421
comm_21_410	complete	21	32	0.28093023255813954
comm_21_411	complete	21	33	0.27901785714285715
comm_21_412	complete	21	31	0.2834710743801653
comm_21_413	complete	21	30	0.28093023255813954
comm_21_414	complete	21	32	0.2970731707317073
comm_21_415	complete	21	32	0.2743801652892562
comm_21_416	complete	21	30	0.28913043478260864
comm_21_417	complete	21	35	0.27136363636363636
comm_21_418	complete	21	32	0.2730593607305936
comm_21_419	complete	21	34	0.2873362445414847
comm_21_420	complete	21	30	0.2626728110599078
comm_21_421	complete	21	34	0.26588785046728974
comm_21_422	complete	21	36	0.2794642857142857
comm_21_423	complete	21	34	0.25999999999999995
comm_21_424	complete	21	28	0.26026785714285716
comm_21_425	complete	21	30	0.27323943661971833
comm_21_426	complete	21	31	0.27489539748953973
comm_21_427	complete	21	32	0.26301369863013696
comm_21_428	complete	21	28	0.271889400921659
comm_21_429	complete	21	34	0.2783251231527094
comm_21_430	complete	21	30	0.2751269035532995
comm_21_431	complete	21	33	0.28080357142857143
comm_21_432	complete	21	34	0.2702127659574468
comm_21_433	complete	21	29	0.2699029126213592
comm_21_434	complete	21	32	0.28708133971291866
comm_21_435	complete	21	34	0.26153846153846155
comm_21_436	complete	21	31	0.2782608695652174
comm_21_437	complete	21	33	0.2716216216216216
comm_21_438	complete	21	32	0.27619047619047615
comm_21_439	complete	21	32	0.27136363636363636
comm_21_440	complete	21	31	0.27387387387387385
comm_21_441	complete	21	33	0.26877828054298647
comm_21_442	complete	21	33	0.2762557077625571
comm_21_443	complete	21	33	0.2927038626609442
comm_21_444	complete	21	32	0.2790697674418605
comm_21_445	complete	21	35	0.2682819383259912
comm_21_446	complete	21	32	0.2708333333333333
comm_21_447	complete	21	31	0.27042253521126763
comm_21_448	complete	21	30	0.2711009174311927
comm_21_449	complete	21	34	0.27692307692307694
