community	medium	size	mip	mro
comm_33_600	complete	33	36	0.28554313099041534
comm_33_601	complete	33	35	0.2927215189873418
comm_33_602	complete	33	39	0.27908805031446543
comm_33_603	complete	33	39	0.2827287066246057
comm_33_604	complete	33	37	0.2778010033444816
comm_33_605	complete	33	41	0.28286290322580643
comm_33_606	complete	33	39	0.2829810495626822
comm_33_607	complete	33	36	0.30528846153846156
comm_33_608	complete	33	37	0.29759174311926606
comm_33_609	complete	33	39	0.28996865203761757
comm_33_610	complete	33	39	0.29560810810810806
comm_33_611	complete	33	38	0.2763975155279503
comm_33_612	complete	33	38	0.2963258785942492
comm_33_613	complete	33	42	0.2796920821114369
comm_33_614	complete	33	37	0.2730978260869565
comm_33_615	complete	33	39	0.2799520766773163
comm_33_616	complete	33	40	0.2902508090614887
comm_33_617	complete	33	34	0.28787878787878785
comm_33_618	complete	33	39	0.2916666666666667
comm_33_619	complete	33	38	0.2809466019417476
comm_33_620	complete	33	39	0.29160094637223977
comm_33_621	complete	33	36	0.28253968253968254
comm_33_622	complete	33	38	0.28746234939759036
comm_33_623	complete	33	40	0.26871019108280253
comm_33_624	complete	33	40	0.2810639880952381
comm_33_625	complete	33	38	0.2822389240506329
comm_33_626	complete	33	34	0.27981651376146793
comm_33_627	complete	33	38	0.28461538461538466
comm_33_628	complete	33	34	0.3051470588235294
comm_33_629	complete	33	36	0.29758308157099694
comm_33_630	complete	33	38	0.2771153846153846
comm_33_631	complete	33	38	0.2906746031746032
comm_33_632	complete	33	37	0.29252373417721517
comm_33_633	complete	33	38	0.2804638364779874
comm_33_634	complete	33	40	0.2794811320754717
comm_33_635	complete	33	37	0.3017100977198697
comm_33_636	complete	33	38	0.2843642611683849
comm_33_637	complete	33	38	0.283065749235474
comm_33_638	complete	33	40	0.27966772151898733
comm_33_639	complete	33	37	0.29500786163522014
comm_33_640	complete	33	38	0.2748046875
comm_33_641	complete	33	36	0.2999116607773851
comm_33_642	complete	33	36	0.3039330218068536
comm_33_643	complete	33	35	0.28865979381443296
comm_33_644	complete	33	39	0.2850232198142415
comm_33_645	complete	33	38	0.28997093023255816
comm_33_646	complete	33	37	0.2809667673716012
comm_33_647	complete	33	41	0.2832943925233645
comm_33_648	complete	33	38	0.2785596026490066
comm_33_649	complete	33	36	0.2957940251572327
