community	medium	size	mip	mro
comm_4_100	complete	4	13	0.29292929292929293
comm_4_101	complete	4	18	0.25925925925925924
comm_4_102	complete	4	20	0.23529411764705882
comm_4_103	complete	4	6	0.4166666666666667
comm_4_104	complete	4	16	0.2222222222222222
comm_4_105	complete	4	6	0.375
comm_4_106	complete	4	12	0.410958904109589
comm_4_107	complete	4	7	0.26666666666666666
comm_4_108	complete	4	2	0.6666666666666667
comm_4_109	complete	4	15	0.22641509433962265
comm_4_110	complete	4	7	0.3851851851851852
comm_4_111	complete	4	17	0.26436781609195403
comm_4_112	complete	4	5	0.4927536231884058
comm_4_113	complete	4	17	0.2807017543859649
comm_4_114	complete	4	10	0.24390243902439024
comm_4_115	complete	4	13	0.2807017543859649
comm_4_116	complete	4	8	0.39080459770114945
comm_4_117	complete	4	12	0.3235294117647059
comm_4_118	complete	4	6	0.34285714285714286
comm_4_119	complete	4	15	0.308641975308642
comm_4_120	complete	4	1	0.7
comm_4_121	complete	4	17	0.2909090909090909
comm_4_122	complete	4	3	0.42857142857142855
comm_4_123	complete	4	19	0.30303030303030304
comm_4_124	complete	4	14	0.30601092896174864
comm_4_125	complete	4	14	0.2222222222222222
comm_4_126	complete	4	11	0.4050632911392405
comm_4_127	complete	4	12	0.30985915492957744
comm_4_128	complete	4	14	0.3225806451612903
comm_4_129	complete	4	9	0.24242424242424243
comm_4_130	complete	4	8	0.3225806451612903
comm_4_131	complete	4	2	0.5714285714285714
comm_4_132	complete	4	5	0.42424242424242425
comm_4_133	complete	4	5	0.7246376811594203
comm_4_134	complete	4	3	0.6363636363636364
comm_4_135	complete	4	4	0.4380952380952381
comm_4_136	complete	4	5	0.5161290322580645
comm_4_137	complete	4	6	0.4523809523809524
comm_4_138	complete	4	13	0.28431372549019607
comm_4_139	complete	4	5	0.5555555555555556
comm_4_140	complete	4	6	0.48484848484848486
comm_4_141	complete	4	8	0.3174603174603175
comm_4_142	complete	4	2	0.5666666666666667
comm_4_143	complete	4	10	0.2433862433862434
comm_4_144	complete	4	12	0.3728813559322034
comm_4_145	complete	4	4	0.4166666666666667
comm_4_146	complete	4	13	0.3777777777777778
comm_4_147	complete	4	13	0.20512820512820512
comm_4_148	complete	4	15	0.2528735632183908
comm_4_149	complete	4	6	0.4691358024691358
