community	medium	size	mip	mro
comm_18_450	complete	18	25	0.2879064669345999
comm_18_451	complete	18	25	0.30854605993340734
comm_18_452	complete	18	25	0.2996670366259711
comm_18_453	complete	18	23	0.3079352546387682
comm_18_454	complete	18	22	0.3017902813299233
comm_18_455	complete	18	24	0.31237322515212984
comm_18_456	complete	18	26	0.292267850536441
comm_18_457	complete	18	25	0.299115724721261
comm_18_458	complete	18	22	0.3093104791585508
comm_18_459	complete	18	24	0.31002589715131335
comm_18_460	complete	18	23	0.2980873330927463
comm_18_461	complete	18	27	0.30386142186936127
comm_18_462	complete	18	24	0.29705882352941176
comm_18_463	complete	18	20	0.3171701112877584
comm_18_464	complete	18	22	0.32151490733279614
comm_18_465	complete	18	24	0.2975778546712803
comm_18_466	complete	18	24	0.2826585179526356
comm_18_467	complete	18	25	0.28634850166481685
comm_18_468	complete	18	24	0.3197586726998492
comm_18_469	complete	18	25	0.2841956059532247
comm_18_470	complete	18	23	0.3037752414398595
comm_18_471	complete	18	25	0.2961184473789516
comm_18_472	complete	18	26	0.3021060275962237
comm_18_473	complete	18	26	0.3126727200947493
comm_18_474	complete	18	25	0.2801470588235294
comm_18_475	complete	18	23	0.3021060275962237
comm_18_476	complete	18	22	0.30379746835443033
comm_18_477	complete	18	24	0.3134819145049324
comm_18_478	complete	18	20	0.32798573975044565
comm_18_479	complete	18	27	0.29074559760209817
comm_18_480	complete	18	26	0.28870443883074703
comm_18_481	complete	18	26	0.30718954248366015
comm_18_482	complete	18	23	0.2948622486969471
comm_18_483	complete	18	26	0.292267850536441
comm_18_484	complete	18	23	0.3275039745627982
comm_18_485	complete	18	26	0.3067226890756302
comm_18_486	complete	18	24	0.3002879473467709
comm_18_487	complete	18	26	0.3021060275962237
comm_18_488	complete	18	23	0.3064633260711692
comm_18_489	complete	18	27	0.2952137376689806
comm_18_490	complete	18	28	0.30620467365028203
comm_18_491	complete	18	22	0.30310457516339867
comm_18_492	complete	18	19	0.324892871055707
comm_18_493	complete	18	24	0.31297134238310714
comm_18_494	complete	18	26	0.29898838516298243
comm_18_495	complete	18	28	0.31154684095860563
comm_18_496	complete	18	26	0.28685548293391433
comm_18_497	complete	18	22	0.307915758896151
comm_18_498	complete	18	22	0.30864197530864196
comm_18_499	complete	18	27	0.3242647058823529
