community	medium	size	mip	mro
comm_18_100	complete	18	22	0.32092837134853947
comm_18_101	complete	18	21	0.3429286608260325
comm_18_102	complete	18	24	0.30635609948677456
comm_18_103	complete	18	22	0.32232070910556004
comm_18_104	complete	18	25	0.31176470588235294
comm_18_105	complete	18	23	0.3212981744421907
comm_18_106	complete	18	20	0.31198257080610026
comm_18_107	complete	18	24	0.3018867924528302
comm_18_108	complete	18	23	0.33262801523487096
comm_18_109	complete	18	24	0.29372285827082506
comm_18_110	complete	18	26	0.2967741935483871
comm_18_111	complete	18	23	0.31062209056284384
comm_18_112	complete	18	27	0.291527931927488
comm_18_113	complete	18	24	0.30412164865946384
comm_18_114	complete	18	26	0.294469883761888
comm_18_115	complete	18	25	0.29728777738640366
comm_18_116	complete	18	26	0.28741623231571106
comm_18_117	complete	18	24	0.3267141251405021
comm_18_118	complete	18	23	0.30831643002028397
comm_18_119	complete	18	25	0.2962962962962963
comm_18_120	complete	18	25	0.2857142857142857
comm_18_121	complete	18	23	0.3126285479226656
comm_18_122	complete	18	26	0.3037293348712034
comm_18_123	complete	18	27	0.310873440285205
comm_18_124	complete	18	25	0.2987522281639929
comm_18_125	complete	18	25	0.28294862248696945
comm_18_126	complete	18	24	0.32396839332748023
comm_18_127	complete	18	25	0.32311516155758074
comm_18_128	complete	18	26	0.29836995038979447
comm_18_129	complete	18	26	0.2984028048305415
comm_18_130	complete	18	23	0.3134512546277252
comm_18_131	complete	18	25	0.3033666296707362
comm_18_132	complete	18	21	0.33529411764705885
comm_18_133	complete	18	24	0.298146655922643
comm_18_134	complete	18	26	0.3028462998102467
comm_18_135	complete	18	22	0.29086972212197765
comm_18_136	complete	18	24	0.3026369168356998
comm_18_137	complete	18	22	0.3207786711807025
comm_18_138	complete	18	26	0.31838235294117645
comm_18_139	complete	18	26	0.3233489714904367
comm_18_140	complete	18	23	0.32992327365728896
comm_18_141	complete	18	24	0.3095588235294118
comm_18_142	complete	18	21	0.3061746437705517
comm_18_143	complete	18	25	0.3028322440087146
comm_18_144	complete	18	26	0.29121278140885987
comm_18_145	complete	18	27	0.2926652142338417
comm_18_146	complete	18	19	0.3331836551414459
comm_18_147	complete	18	25	0.30763609791742785
comm_18_148	complete	18	23	0.3030775223996883
comm_18_149	complete	18	25	0.31299927378358755
