community	medium	size	mip	mro
comm_15_400	complete	15	27	0.28263103802672146
comm_15_401	complete	15	20	0.32765399737876805
comm_15_402	complete	15	24	0.3071428571428571
comm_15_403	complete	15	18	0.32082324455205813
comm_15_404	complete	15	23	0.2857142857142857
comm_15_405	complete	15	24	0.29655172413793107
comm_15_406	complete	15	23	0.2876847290640394
comm_15_407	complete	15	22	0.33606557377049184
comm_15_408	complete	15	27	0.286764705882353
comm_15_409	complete	15	22	0.336405529953917
comm_15_410	complete	15	20	0.325
comm_15_411	complete	15	15	0.3361344537815126
comm_15_412	complete	15	19	0.32115171650055374
comm_15_413	complete	15	19	0.3075245365321701
comm_15_414	complete	15	19	0.30313588850174217
comm_15_415	complete	15	23	0.29411764705882354
comm_15_416	complete	15	19	0.3388704318936877
comm_15_417	complete	15	21	0.3125671321160043
comm_15_418	complete	15	21	0.3363329583802025
comm_15_419	complete	15	25	0.2964554242749731
comm_15_420	complete	15	25	0.29606625258799174
comm_15_421	complete	15	25	0.328781512605042
comm_15_422	complete	15	26	0.31292517006802717
comm_15_423	complete	15	22	0.30687830687830686
comm_15_424	complete	15	24	0.3045404208194906
comm_15_425	complete	15	24	0.30656934306569344
comm_15_426	complete	15	23	0.3108651911468813
comm_15_427	complete	15	22	0.2906066536203523
comm_15_428	complete	15	25	0.3125671321160043
comm_15_429	complete	15	24	0.291044776119403
comm_15_430	complete	15	24	0.282172373081464
comm_15_431	complete	15	25	0.2924107142857143
comm_15_432	complete	15	26	0.30042016806722693
comm_15_433	complete	15	23	0.29942857142857143
comm_15_434	complete	15	24	0.29890109890109895
comm_15_435	complete	15	25	0.29978354978354976
comm_15_436	complete	15	25	0.29028571428571426
comm_15_437	complete	15	21	0.2956810631229236
comm_15_438	complete	15	21	0.2977099236641222
comm_15_439	complete	15	25	0.2956810631229236
comm_15_440	complete	15	26	0.31322751322751324
comm_15_441	complete	15	26	0.2828185328185328
comm_15_442	complete	15	25	0.31328320802005016
comm_15_443	complete	15	19	0.2993788819875776
comm_15_444	complete	15	25	0.3036963036963037
comm_15_445	complete	15	25	0.3040816326530612
comm_15_446	complete	15	21	0.3069657615112161
comm_15_447	complete	15	24	0.2846481876332622
comm_15_448	complete	15	24	0.296619411123228
comm_15_449	complete	15	22	0.30569430569430567
