community	medium	size	mip	mro
comm_11_100	complete	11	25	0.2824561403508772
comm_11_101	complete	11	15	0.31494252873563217
comm_11_102	complete	11	19	0.2888888888888889
comm_11_103	complete	11	17	0.3089108910891089
comm_11_104	complete	11	22	0.3032967032967033
comm_11_105	complete	11	24	0.35348837209302325
comm_11_106	complete	11	21	0.2987654320987655
comm_11_107	complete	11	11	0.352
comm_11_108	complete	11	27	0.29655172413793107
comm_11_109	complete	11	24	0.28695652173913044
comm_11_110	complete	11	22	0.2905263157894737
comm_11_111	complete	11	12	0.3173333333333333
comm_11_112	complete	11	20	0.3161904761904762
comm_11_113	complete	11	20	0.3018181818181818
comm_11_114	complete	11	23	0.30105263157894735
comm_11_115	complete	11	17	0.3
comm_11_116	complete	11	9	0.37283950617283956
comm_11_117	complete	11	23	0.27708333333333335
comm_11_118	complete	11	20	0.30588235294117644
comm_11_119	complete	11	20	0.31898734177215193
comm_11_120	complete	11	21	0.29247311827956984
comm_11_121	complete	11	10	0.33947368421052626
comm_11_122	complete	11	19	0.2625
comm_11_123	complete	11	20	0.2948453608247423
comm_11_124	complete	11	21	0.27157894736842103
comm_11_125	complete	11	20	0.3019230769230769
comm_11_126	complete	11	20	0.27916666666666673
comm_11_127	complete	11	22	0.32
comm_11_128	complete	11	21	0.28135593220338984
comm_11_129	complete	11	25	0.27889908256880735
comm_11_130	complete	11	23	0.29345794392523367
comm_11_131	complete	11	24	0.3
comm_11_132	complete	11	19	0.29454545454545455
comm_11_133	complete	11	12	0.3407407407407408
comm_11_134	complete	11	23	0.30175438596491233
comm_11_135	complete	11	22	0.2958333333333334
comm_11_136	complete	11	19	0.32210526315789473
comm_11_137	complete	11	18	0.3169811320754717
comm_11_138	complete	11	21	0.2833333333333333
comm_11_139	complete	11	21	0.296
comm_11_140	complete	11	21	0.29574468085106387
comm_11_141	complete	11	18	0.31084337349397584
comm_11_142	complete	11	21	0.2804123711340206
comm_11_143	complete	11	10	0.32857142857142857
comm_11_144	complete	11	22	0.30989010989010984
comm_11_145	complete	11	15	0.3176470588235294
comm_11_146	complete	11	23	0.28163265306122454
comm_11_147	complete	11	18	0.3054545454545455
comm_11_148	complete	11	17	0.31529411764705884
comm_11_149	complete	11	8	0.34098360655737703
