community	medium	size	mip	mro
comm_5_50	complete	5	3	0.3023255813953489
comm_5_51	complete	5	11	0.28125000000000006
comm_5_52	complete	5	7	0.25641025641025644
comm_5_53	complete	5	7	0.36486486486486486
comm_5_54	complete	5	4	0.32857142857142857
comm_5_55	complete	5	8	0.2638888888888889
comm_5_56	complete	5	5	0.3918918918918919
comm_5_57	complete	5	13	0.27173913043478265
comm_5_58	complete	5	5	0.3275862068965517
comm_5_59	complete	5	9	0.37254901960784315
comm_5_60	complete	5	4	0.4342105263157895
comm_5_61	complete	5	5	0.31428571428571433
comm_5_62	complete	5	5	0.3333333333333333
comm_5_63	complete	5	7	0.38372093023255816
comm_5_64	complete	5	8	0.39743589743589747
comm_5_65	complete	5	7	0.3536585365853659
comm_5_66	complete	5	4	0.4230769230769231
comm_5_67	complete	5	3	0.4615384615384615
comm_5_68	complete	5	4	0.27272727272727276
comm_5_69	complete	5	8	0.2948717948717949
comm_5_70	complete	5	9	0.2972972972972973
comm_5_71	complete	5	14	0.25
comm_5_72	complete	5	8	0.3125
comm_5_73	complete	5	7	0.2777777777777778
comm_5_74	complete	5	7	0.27027027027027023
comm_5_75	complete	5	11	0.34905660377358494
comm_5_76	complete	5	5	0.3815789473684211
comm_5_77	complete	5	6	0.3157894736842105
comm_5_78	complete	5	5	0.38461538461538464
comm_5_79	complete	5	7	0.37
comm_5_80	complete	5	5	0.3472222222222222
comm_5_81	complete	5	13	0.2558139534883721
comm_5_82	complete	5	8	0.27027027027027023
comm_5_83	complete	5	9	0.34444444444444444
comm_5_84	complete	5	13	0.2613636363636363
comm_5_85	complete	5	11	0.32608695652173914
comm_5_86	complete	5	6	0.3
comm_5_87	complete	5	7	0.2903225806451613
comm_5_88	complete	5	8	0.31428571428571433
comm_5_89	complete	5	6	0.38095238095238093
comm_5_90	complete	5	10	0.34905660377358494
comm_5_91	complete	5	5	0.3333333333333333
comm_5_92	complete	5	5	0.25757575757575757
comm_5_93	complete	5	9	0.25675675675675674
comm_5_94	complete	5	8	0.3076923076923077
comm_5_95	complete	5	9	0.36764705882352944
comm_5_96	complete	5	3	0.5
comm_5_97	complete	5	12	0.32
comm_5_98	complete	5	6	0.3472222222222222
comm_5_99	complete	5	4	0.4714285714285714
