community	medium	size	mip	mro
comm_10_800	complete	10	20	0.2616033755274262
comm_10_801	complete	10	16	0.3055555555555556
comm_10_802	complete	10	8	0.38290598290598293
comm_10_803	complete	10	15	0.3459915611814346
comm_10_804	complete	10	16	0.32630098452883266
comm_10_805	complete	10	12	0.33333333333333337
comm_10_806	complete	10	19	0.2972222222222222
comm_10_807	complete	10	22	0.2560386473429952
comm_10_808	complete	10	20	0.2880658436213992
comm_10_809	complete	10	21	0.2996941896024465
comm_10_810	complete	10	11	0.3992467043314501
comm_10_811	complete	10	25	0.27350427350427353
comm_10_812	complete	10	19	0.2671156004489338
comm_10_813	complete	10	14	0.358974358974359
comm_10_814	complete	10	21	0.2777777777777778
comm_10_815	complete	10	21	0.29314420803782504
comm_10_816	complete	10	23	0.2841880341880342
comm_10_817	complete	10	13	0.3084577114427861
comm_10_818	complete	10	22	0.3247863247863248
comm_10_819	complete	10	12	0.31165311653116534
comm_10_820	complete	10	17	0.347953216374269
comm_10_821	complete	10	15	0.325508607198748
comm_10_822	complete	10	15	0.3380281690140845
comm_10_823	complete	10	22	0.3207070707070707
comm_10_824	complete	10	19	0.3425925925925926
comm_10_825	complete	10	16	0.28919330289193307
comm_10_826	complete	10	21	0.2888888888888889
comm_10_827	complete	10	22	0.3224400871459695
comm_10_828	complete	10	18	0.291005291005291
comm_10_829	complete	10	13	0.32067510548523204
comm_10_830	complete	10	22	0.2928104575163399
comm_10_831	complete	10	9	0.3476702508960573
comm_10_832	complete	10	12	0.30277777777777776
comm_10_833	complete	10	14	0.3137254901960784
comm_10_834	complete	10	16	0.39662447257383965
comm_10_835	complete	10	21	0.3135802469135803
comm_10_836	complete	10	17	0.3164251207729469
comm_10_837	complete	10	17	0.2934472934472934
comm_10_838	complete	10	23	0.32439335887611753
comm_10_839	complete	10	22	0.32125603864734303
comm_10_840	complete	10	23	0.2671957671957672
comm_10_841	complete	10	19	0.24657534246575344
comm_10_842	complete	10	18	0.29148629148629146
comm_10_843	complete	10	14	0.3132530120481928
comm_10_844	complete	10	21	0.26862026862026867
comm_10_845	complete	10	16	0.27450980392156865
comm_10_846	complete	10	20	0.30994152046783624
comm_10_847	complete	10	24	0.291539245667686
comm_10_848	complete	10	23	0.2888888888888889
comm_10_849	complete	10	20	0.2916666666666667
