community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_12ppd__S_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_14glucan_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_15dap_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_26dap__M_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_2hxmp_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_2pglyc_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_3hcinnm_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_3mb_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_4hbz_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_4hphac_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_4hthr_e	1.0	0.0	1	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_5mtr_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_LalaDgluMdapDala_e	1.0	0.0	1	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_LalaDgluMdap_e	1.0	0.0	1	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_Larab_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_abt__L_e	1.0	0.04	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_ac_e	1.0	0.0	1	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_acac_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_acald_e	1.0	0.0	1	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_acgam_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_acmana_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_acnam_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_actn__R_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_ade_e	1.0	0.0	1	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_ala__D_e	1.0	0.56	1	0.56
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_ala__L_e	1.0	0.37	1	0.37
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_alaala_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_alltn_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_amylose300_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_anhgm_e	1.0	0.0	1	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_arab__D_e	1.0	0.0	0	0.0
all	minimal	GCF_000020605.1_ASM2060v1_protein.faa.gz	GCF_002834225.1_ASM283422v1_protein.faa.gz	M_arab__L_e	1.0	0.0	0	0.0
