community	medium	size	mip	mro
comm_37_600	complete	37	37	0.3172113289760349
comm_37_601	complete	37	35	0.3408345053914675
comm_37_602	complete	37	31	0.32093663911845727
comm_37_603	complete	37	33	0.32721088435374146
comm_37_604	complete	37	33	0.3481329690346084
comm_37_605	complete	37	29	0.36
comm_37_606	complete	37	35	0.3420289855072464
comm_37_607	complete	37	32	0.3359903381642512
comm_37_608	complete	37	34	0.33111111111111113
comm_37_609	complete	37	30	0.3125
comm_37_610	complete	37	31	0.41627172195892576
comm_37_611	complete	37	37	0.3295250896057348
comm_37_612	complete	37	34	0.3055555555555556
comm_37_613	complete	37	35	0.34511784511784516
comm_37_614	complete	37	37	0.32113289760348585
comm_37_615	complete	37	36	0.3084848484848485
comm_37_616	complete	37	33	0.34323671497584546
comm_37_617	complete	37	29	0.3618421052631579
comm_37_618	complete	37	43	0.3060498220640569
comm_37_619	complete	37	32	0.3372395833333333
comm_37_620	complete	37	38	0.3005747126436782
comm_37_621	complete	37	30	0.3385744234800839
comm_37_622	complete	37	30	0.32222222222222224
comm_37_623	complete	37	32	0.3608834244080146
comm_37_624	complete	37	30	0.34570400359874043
comm_37_625	complete	37	34	0.33149895178197064
comm_37_626	complete	37	34	0.3286852589641434
comm_37_627	complete	37	34	0.3172335600907029
comm_37_628	complete	37	27	0.3613707165109034
comm_37_629	complete	37	34	0.3357807146353402
comm_37_630	complete	37	35	0.3027016742770167
comm_37_631	complete	37	34	0.38327991452991456
comm_37_632	complete	37	32	0.3297777777777778
comm_37_633	complete	37	37	0.3234880450070324
comm_37_634	complete	37	31	0.36314984709480125
comm_37_635	complete	37	32	0.32860998650472334
comm_37_636	complete	37	40	0.34078331204767986
comm_37_637	complete	37	32	0.3159879336349925
comm_37_638	complete	37	37	0.3293827160493827
comm_37_639	complete	37	31	0.32686300758589915
comm_37_640	complete	37	33	0.3299319727891156
comm_37_641	complete	37	32	0.33831236897274636
comm_37_642	complete	37	35	0.3294941282746161
comm_37_643	complete	37	27	0.3483333333333334
comm_37_644	complete	37	29	0.351083448593822
comm_37_645	complete	37	36	0.3033154121863799
comm_37_646	complete	37	36	0.35947712418300654
comm_37_647	complete	37	29	0.39512195121951216
comm_37_648	complete	37	39	0.3018581721653394
comm_37_649	complete	37	30	0.3832254584681769
