community	medium	size	mip	mro
comm_10_850	complete	10	5	0.5283018867924528
comm_10_851	complete	10	19	0.3098591549295775
comm_10_852	complete	10	17	0.3814262023217247
comm_10_853	complete	10	12	0.42962962962962964
comm_10_854	complete	10	21	0.31407407407407406
comm_10_855	complete	10	16	0.3274853801169591
comm_10_856	complete	10	15	0.38979963570127507
comm_10_857	complete	10	16	0.3261648745519713
comm_10_858	complete	10	17	0.3058823529411765
comm_10_859	complete	10	6	0.47222222222222227
comm_10_860	complete	10	19	0.31824417009602196
comm_10_861	complete	10	6	0.3900226757369614
comm_10_862	complete	10	28	0.30178326474622774
comm_10_863	complete	10	18	0.3052503052503053
comm_10_864	complete	10	18	0.32222222222222224
comm_10_865	complete	10	12	0.3814262023217247
comm_10_866	complete	10	19	0.32666666666666666
comm_10_867	complete	10	18	0.3679417122040073
comm_10_868	complete	10	10	0.45791245791245794
comm_10_869	complete	10	15	0.3377777777777778
comm_10_870	complete	10	11	0.4143126177024482
comm_10_871	complete	10	14	0.38251366120218583
comm_10_872	complete	10	8	0.4133333333333334
comm_10_873	complete	10	11	0.37777777777777777
comm_10_874	complete	10	11	0.38697318007662834
comm_10_875	complete	10	23	0.2799145299145299
comm_10_876	complete	10	17	0.36601307189542487
comm_10_877	complete	10	20	0.3317683881064163
comm_10_878	complete	10	15	0.37171717171717167
comm_10_879	complete	10	16	0.326984126984127
comm_10_880	complete	10	11	0.4015594541910331
comm_10_881	complete	10	18	0.29292929292929293
comm_10_882	complete	10	22	0.2748538011695907
comm_10_883	complete	10	7	0.47342995169082125
comm_10_884	complete	10	21	0.25825825825825827
comm_10_885	complete	10	13	0.40404040404040403
comm_10_886	complete	10	17	0.37345679012345684
comm_10_887	complete	10	20	0.33957553058676654
comm_10_888	complete	10	10	0.4775413711583924
comm_10_889	complete	10	18	0.3111111111111111
comm_10_890	complete	10	12	0.3691148775894538
comm_10_891	complete	10	19	0.2923976608187135
comm_10_892	complete	10	21	0.2925457102672292
comm_10_893	complete	10	12	0.41975308641975306
comm_10_894	complete	10	20	0.3619047619047619
comm_10_895	complete	10	11	0.3762962962962963
comm_10_896	complete	10	16	0.2905982905982906
comm_10_897	complete	10	19	0.28257887517146774
comm_10_898	complete	10	21	0.32209737827715357
comm_10_899	complete	10	8	0.4848484848484848
