community	medium	size	mip	mro
comm_35_150	complete	35	34	0.343218279047156
comm_35_151	complete	35	30	0.31988332523091884
comm_35_152	complete	35	24	0.3363970588235294
comm_35_153	complete	35	28	0.32746641963872164
comm_35_154	complete	35	32	0.31052036199095023
comm_35_155	complete	35	33	0.31932773109243695
comm_35_156	complete	35	35	0.3009803921568628
comm_35_157	complete	35	36	0.2955407969639469
comm_35_158	complete	35	41	0.32983193277310924
comm_35_159	complete	35	37	0.31992559869797726
comm_35_160	complete	35	35	0.305019305019305
comm_35_161	complete	35	36	0.2584178498985801
comm_35_162	complete	35	30	0.3923418423973363
comm_35_163	complete	35	34	0.2770543331836552
comm_35_164	complete	35	30	0.32838874680306906
comm_35_165	complete	35	31	0.34318006678653995
comm_35_166	complete	35	33	0.3067226890756303
comm_35_167	complete	35	40	0.34578005115089516
comm_35_168	complete	35	38	0.3323768531802965
comm_35_169	complete	35	35	0.360571006645336
comm_35_170	complete	35	35	0.33057166528583265
comm_35_171	complete	35	33	0.34788394996007455
comm_35_172	complete	35	35	0.3433155080213904
comm_35_173	complete	35	30	0.3332433890987588
comm_35_174	complete	35	35	0.2972729321613703
comm_35_175	complete	35	30	0.3095975232198142
comm_35_176	complete	35	27	0.37055837563451777
comm_35_177	complete	35	34	0.32658157602663707
comm_35_178	complete	35	34	0.30948379351740696
comm_35_179	complete	35	34	0.27856957761078
comm_35_180	complete	35	40	0.295637074017799
comm_35_181	complete	35	32	0.3269826149083115
comm_35_182	complete	35	30	0.3187354236848925
comm_35_183	complete	35	27	0.35684415946473375
comm_35_184	complete	35	33	0.31769196228109564
comm_35_185	complete	35	32	0.354978354978355
comm_35_186	complete	35	36	0.3018141836173722
comm_35_187	complete	35	36	0.319683257918552
comm_35_188	complete	35	35	0.32202111613876316
comm_35_189	complete	35	31	0.348849104859335
comm_35_190	complete	35	31	0.35831447963800905
comm_35_191	complete	35	36	0.29619377162629756
comm_35_192	complete	35	33	0.32490613266583224
comm_35_193	complete	35	32	0.3500576701268743
comm_35_194	complete	35	38	0.27058823529411763
comm_35_195	complete	35	34	0.32961907229852294
comm_35_196	complete	35	34	0.3152941176470588
comm_35_197	complete	35	35	0.32199488491048595
comm_35_198	complete	35	31	0.3357737944963393
comm_35_199	complete	35	37	0.3245283018867925
