community	medium	size	mip	mro
comm_27_50	complete	27	27	0.3439205955334988
comm_27_51	complete	27	22	0.4217506631299735
comm_27_52	complete	27	30	0.29623567921440264
comm_27_53	complete	27	27	0.3584995251661918
comm_27_54	complete	27	29	0.3648351648351648
comm_27_55	complete	27	28	0.3823661718398561
comm_27_56	complete	27	15	0.42114001106806864
comm_27_57	complete	27	25	0.3767660910518053
comm_27_58	complete	27	25	0.3620689655172414
comm_27_59	complete	27	27	0.42092689918776877
comm_27_60	complete	27	21	0.3931068931068931
comm_27_61	complete	27	23	0.3913267940113578
comm_27_62	complete	27	25	0.3946706887883359
comm_27_63	complete	27	32	0.30918595967139656
comm_27_64	complete	27	35	0.3089198036006547
comm_27_65	complete	27	37	0.31809736157562246
comm_27_66	complete	27	27	0.3149492017416546
comm_27_67	complete	27	37	0.2533375715193897
comm_27_68	complete	27	36	0.3203026481715006
comm_27_69	complete	27	28	0.37030411449016104
comm_27_70	complete	27	34	0.30375874125874125
comm_27_71	complete	27	26	0.3476720647773279
comm_27_72	complete	27	35	0.34265734265734266
comm_27_73	complete	27	29	0.32142857142857145
comm_27_74	complete	27	27	0.3307231690465224
comm_27_75	complete	27	35	0.3437747819191118
comm_27_76	complete	27	22	0.4041095890410959
comm_27_77	complete	27	16	0.42692307692307696
comm_27_78	complete	27	27	0.3264758497316637
comm_27_79	complete	27	29	0.352913752913753
comm_27_80	complete	27	21	0.42637362637362636
comm_27_81	complete	27	27	0.31932457786116325
comm_27_82	complete	27	25	0.373697270471464
comm_27_83	complete	27	25	0.48606465997770354
comm_27_84	complete	27	32	0.30551523947750364
comm_27_85	complete	27	28	0.3592989289191821
comm_27_86	complete	27	27	0.3730999539382773
comm_27_87	complete	27	32	0.3039581777445855
comm_27_88	complete	27	31	0.27303465765004226
comm_27_89	complete	27	26	0.3256563795485951
comm_27_90	complete	27	27	0.3693181818181818
comm_27_91	complete	27	27	0.37230769230769234
comm_27_92	complete	27	26	0.3588357588357588
comm_27_93	complete	27	20	0.4758897818599311
comm_27_94	complete	27	25	0.3247863247863248
comm_27_95	complete	27	29	0.3568726355611601
comm_27_96	complete	27	36	0.2631395753567699
comm_27_97	complete	27	25	0.3918269230769231
comm_27_98	complete	27	31	0.312900641025641
comm_27_99	complete	27	35	0.2953676158096048
