community	medium	size	mip	mro
comm_3_650	complete	3	12	0.32352941176470584
comm_3_651	complete	3	6	0.2916666666666667
comm_3_652	complete	3	1	0.29411764705882354
comm_3_653	complete	3	7	0.27999999999999997
comm_3_654	complete	3	9	0.3
comm_3_655	complete	3	1	0.42857142857142855
comm_3_656	complete	3	7	0.2692307692307693
comm_3_657	complete	3	4	0.2777777777777778
comm_3_658	complete	3	2	0.4666666666666667
comm_3_659	complete	3	2	0.5333333333333333
comm_3_660	complete	3	3	0.24137931034482762
comm_3_661	complete	3	5	n/a
comm_3_662	complete	3	1	0.5
comm_3_663	complete	3	3	0.4
comm_3_664	complete	3	2	0.4444444444444444
comm_3_665	complete	3	12	0.32352941176470584
comm_3_666	complete	3	1	0.6
comm_3_667	complete	3	3	0.3
comm_3_668	complete	3	5	0.2608695652173913
comm_3_669	complete	3	2	0.3888888888888889
comm_3_670	complete	3	7	0.25
comm_3_671	complete	3	6	0.25
comm_3_672	complete	3	3	0.39999999999999997
comm_3_673	complete	3	0	0.6666666666666666
comm_3_674	complete	3	2	0.42857142857142855
comm_3_675	complete	3	3	0.4666666666666667
comm_3_676	complete	3	7	0.24
comm_3_677	complete	3	7	0.3076923076923077
comm_3_678	complete	3	0	0.8333333333333334
comm_3_679	complete	3	4	0.43750000000000006
comm_3_680	complete	3	0	0.5384615384615385
comm_3_681	complete	3	4	0.27272727272727276
comm_3_682	complete	3	1	0.4666666666666667
comm_3_683	complete	3	2	0.5714285714285714
comm_3_684	complete	3	2	0.375
comm_3_685	complete	3	1	0.27586206896551724
comm_3_686	complete	3	9	0.1875
comm_3_687	complete	3	2	0.5
comm_3_688	complete	3	3	0.5454545454545455
comm_3_689	complete	3	1	0.6363636363636365
comm_3_690	complete	3	2	0.368421052631579
comm_3_691	complete	3	1	0.5384615384615385
comm_3_692	complete	3	2	0.5
comm_3_693	complete	3	1	0.5
comm_3_694	complete	3	2	0.375
comm_3_695	complete	3	0	0.7692307692307693
comm_3_696	complete	3	5	0.25
comm_3_697	complete	3	2	0.35000000000000003
comm_3_698	complete	3	5	0.4
comm_3_699	complete	3	2	0.5384615384615385
