community	medium	size	mip	mro
comm_18_700	complete	18	16	0.4060721062618596
comm_18_701	complete	18	15	0.39844617092119866
comm_18_702	complete	18	25	0.35696329813976874
comm_18_703	complete	18	15	0.41366223908918404
comm_18_704	complete	18	14	0.43948613928329955
comm_18_705	complete	18	12	0.4908722109533469
comm_18_706	complete	18	21	0.35506094329623744
comm_18_707	complete	18	24	0.30264279624893436
comm_18_708	complete	18	22	0.3661352391423859
comm_18_709	complete	18	23	0.38930481283422463
comm_18_710	complete	18	24	0.3823529411764706
comm_18_711	complete	18	26	0.3029180176007411
comm_18_712	complete	18	19	0.41176470588235287
comm_18_713	complete	18	17	0.43181818181818177
comm_18_714	complete	18	15	0.4287581699346405
comm_18_715	complete	18	23	0.37792816241540866
comm_18_716	complete	18	22	0.3500243072435586
comm_18_717	complete	18	12	0.3890506697728596
comm_18_718	complete	18	29	0.3557647058823529
comm_18_719	complete	18	18	0.4237824161922834
comm_18_720	complete	18	10	0.4333581533879374
comm_18_721	complete	18	14	0.4007352941176471
comm_18_722	complete	18	29	0.3036332179930796
comm_18_723	complete	18	18	0.3697478991596639
comm_18_724	complete	18	4	0.5196078431372549
comm_18_725	complete	18	21	0.35960044395116536
comm_18_726	complete	18	22	0.3568627450980392
comm_18_727	complete	18	17	0.40336134453781514
comm_18_728	complete	18	20	0.30369357045143636
comm_18_729	complete	18	20	0.38265002970885326
comm_18_730	complete	18	15	0.4858131487889273
comm_18_731	complete	18	19	0.34787018255578095
comm_18_732	complete	18	22	0.3902714932126697
comm_18_733	complete	18	17	0.4153661464585834
comm_18_734	complete	18	19	0.37776578521316784
comm_18_735	complete	18	21	0.4264705882352941
comm_18_736	complete	18	21	0.3427601809954751
comm_18_737	complete	18	25	0.3727322704782848
comm_18_738	complete	18	21	0.35395537525354964
comm_18_739	complete	18	27	0.3300364393545029
comm_18_740	complete	18	21	0.3863898500576701
comm_18_741	complete	18	17	0.3788451160280626
comm_18_742	complete	18	17	0.4117647058823529
comm_18_743	complete	18	19	0.37846836847946724
comm_18_744	complete	18	11	0.46397884996695304
comm_18_745	complete	18	16	0.35294117647058826
comm_18_746	complete	18	16	0.42899584076054664
comm_18_747	complete	18	23	0.3897058823529411
comm_18_748	complete	18	20	0.38621509209744503
comm_18_749	complete	18	20	0.4061085972850679
