community	medium	size	mip	mro
comm_10_400	complete	10	10	0.44444444444444436
comm_10_401	complete	10	11	0.2962962962962963
comm_10_402	complete	10	8	0.5365853658536587
comm_10_403	complete	10	6	0.5668934240362811
comm_10_404	complete	10	8	0.41134751773049644
comm_10_405	complete	10	4	0.5767195767195766
comm_10_406	complete	10	13	0.43555555555555553
comm_10_407	complete	10	9	0.39651416122004357
comm_10_408	complete	10	20	0.3466666666666667
comm_10_409	complete	10	26	0.37254901960784315
comm_10_410	complete	10	3	0.5470085470085471
comm_10_411	complete	10	12	0.34814814814814815
comm_10_412	complete	10	9	0.45862884160756495
comm_10_413	complete	10	7	0.4533333333333333
comm_10_414	complete	10	19	0.3387978142076503
comm_10_415	complete	10	8	0.4398148148148148
comm_10_416	complete	10	12	0.42592592592592593
comm_10_417	complete	10	9	0.48979591836734687
comm_10_418	complete	10	5	0.4740740740740741
comm_10_419	complete	10	8	0.463768115942029
comm_10_420	complete	10	8	0.42348008385744235
comm_10_421	complete	10	16	0.3472222222222222
comm_10_422	complete	10	21	0.32727272727272727
comm_10_423	complete	10	13	0.4054580896686159
comm_10_424	complete	10	12	0.40670859538784065
comm_10_425	complete	10	8	0.4126984126984127
comm_10_426	complete	10	7	0.5185185185185186
comm_10_427	complete	10	8	0.36058700209643607
comm_10_428	complete	10	19	0.3763440860215054
comm_10_429	complete	10	15	0.3655913978494623
comm_10_430	complete	10	14	0.3468013468013468
comm_10_431	complete	10	17	0.3648424543946932
comm_10_432	complete	10	14	0.3238095238095238
comm_10_433	complete	10	7	0.4
comm_10_434	complete	10	6	0.5362318840579711
comm_10_435	complete	10	17	0.35978835978835977
comm_10_436	complete	10	8	0.49673202614379086
comm_10_437	complete	10	13	0.3666666666666667
comm_10_438	complete	10	10	0.4444444444444445
comm_10_439	complete	10	13	0.4166666666666667
comm_10_440	complete	10	10	0.38632478632478634
comm_10_441	complete	10	17	0.3279132791327914
comm_10_442	complete	10	13	0.4030131826741996
comm_10_443	complete	10	13	0.32407407407407407
comm_10_444	complete	10	17	0.3804143126177024
comm_10_445	complete	10	18	0.34959349593495936
comm_10_446	complete	10	17	0.369281045751634
comm_10_447	complete	10	21	0.3055555555555556
comm_10_448	complete	10	8	0.4444444444444445
comm_10_449	complete	10	15	0.3333333333333333
