community	medium	size	mip	mro
comm_7_850	complete	7	8	0.42342342342342343
comm_7_851	complete	7	13	0.2903225806451613
comm_7_852	complete	7	15	0.3931623931623932
comm_7_853	complete	7	19	0.3140096618357488
comm_7_854	complete	7	11	0.2926829268292683
comm_7_855	complete	7	3	0.5490196078431373
comm_7_856	complete	7	12	0.32653061224489793
comm_7_857	complete	7	8	0.3577235772357724
comm_7_858	complete	7	4	0.5172413793103448
comm_7_859	complete	7	7	0.43859649122807015
comm_7_860	complete	7	15	0.32026143790849676
comm_7_861	complete	7	4	0.5111111111111112
comm_7_862	complete	7	15	0.3454545454545455
comm_7_863	complete	7	8	0.35714285714285715
comm_7_864	complete	7	7	0.4414414414414415
comm_7_865	complete	7	7	0.5
comm_7_866	complete	7	18	0.3262411347517731
comm_7_867	complete	7	8	0.40310077519379844
comm_7_868	complete	7	7	0.38738738738738737
comm_7_869	complete	7	4	0.494949494949495
comm_7_870	complete	7	11	0.3185185185185185
comm_7_871	complete	7	8	0.4509803921568628
comm_7_872	complete	7	14	0.3
comm_7_873	complete	7	13	0.3821138211382114
comm_7_874	complete	7	11	0.2692307692307692
comm_7_875	complete	7	6	0.47777777777777775
comm_7_876	complete	7	7	0.32608695652173914
comm_7_877	complete	7	23	0.2923076923076923
comm_7_878	complete	7	14	0.3333333333333333
comm_7_879	complete	7	6	0.3655913978494624
comm_7_880	complete	7	14	0.32592592592592595
comm_7_881	complete	7	3	0.4684684684684685
comm_7_882	complete	7	14	0.3739837398373984
comm_7_883	complete	7	9	0.3596491228070175
comm_7_884	complete	7	12	0.29365079365079366
comm_7_885	complete	7	4	0.4946236559139785
comm_7_886	complete	7	9	0.362962962962963
comm_7_887	complete	7	11	0.3111111111111111
comm_7_888	complete	7	4	0.5333333333333333
comm_7_889	complete	7	20	0.2976190476190476
comm_7_890	complete	7	8	0.373015873015873
comm_7_891	complete	7	6	0.3783783783783784
comm_7_892	complete	7	17	0.32843137254901966
comm_7_893	complete	7	11	0.3409090909090909
comm_7_894	complete	7	7	0.4715447154471545
comm_7_895	complete	7	24	0.2760416666666667
comm_7_896	complete	7	19	0.30952380952380953
comm_7_897	complete	7	5	0.5104166666666667
comm_7_898	complete	7	6	0.42857142857142855
comm_7_899	complete	7	14	0.3680555555555556
