community	medium	size	mip	mro
comm_17_850	complete	17	24	0.3155339805825243
comm_17_851	complete	17	10	0.4899425287356322
comm_17_852	complete	17	15	0.3994565217391304
comm_17_853	complete	17	13	0.4213483146067416
comm_17_854	complete	17	17	0.43749999999999994
comm_17_855	complete	17	19	0.3825757575757576
comm_17_856	complete	17	8	0.4366438356164384
comm_17_857	complete	17	20	0.31529850746268656
comm_17_858	complete	17	24	0.3490566037735849
comm_17_859	complete	17	17	0.46202531645569617
comm_17_860	complete	17	16	0.4573170731707318
comm_17_861	complete	17	11	0.4487179487179487
comm_17_862	complete	17	20	0.3337053571428572
comm_17_863	complete	17	14	0.4382530120481927
comm_17_864	complete	17	16	0.38031914893617025
comm_17_865	complete	17	25	0.3613861386138614
comm_17_866	complete	17	14	0.37890624999999994
comm_17_867	complete	17	19	0.325
comm_17_868	complete	17	24	0.36530172413793105
comm_17_869	complete	17	20	0.3608247422680412
comm_17_870	complete	17	25	0.3625
comm_17_871	complete	17	22	0.35000000000000003
comm_17_872	complete	17	23	0.3703703703703704
comm_17_873	complete	17	22	0.40625000000000006
comm_17_874	complete	17	22	0.3574766355140187
comm_17_875	complete	17	20	0.3877551020408163
comm_17_876	complete	17	25	0.36936936936936937
comm_17_877	complete	17	13	0.44622093023255816
comm_17_878	complete	17	11	0.4634146341463415
comm_17_879	complete	17	16	0.3607142857142857
comm_17_880	complete	17	19	0.38281249999999994
comm_17_881	complete	17	26	0.33928571428571425
comm_17_882	complete	17	21	0.29134615384615387
comm_17_883	complete	17	20	0.3958333333333333
comm_17_884	complete	17	19	0.32749999999999996
comm_17_885	complete	17	14	0.46220930232558144
comm_17_886	complete	17	24	0.34448818897637795
comm_17_887	complete	17	24	0.35108695652173916
comm_17_888	complete	17	15	0.4395604395604396
comm_17_889	complete	17	14	0.38788659793814434
comm_17_890	complete	17	12	0.43117977528089885
comm_17_891	complete	17	19	0.4417613636363636
comm_17_892	complete	17	16	0.3897058823529412
comm_17_893	complete	17	10	0.48170731707317077
comm_17_894	complete	17	20	0.37268518518518523
comm_17_895	complete	17	19	0.3860294117647059
comm_17_896	complete	17	18	0.43258426966292135
comm_17_897	complete	17	14	0.43750000000000006
comm_17_898	complete	17	16	0.4229651162790698
comm_17_899	complete	17	16	0.3941176470588236
